ticker,name,exchange
GCM,GCM MINING CORP.,tsx
GCM.NT.U,GRAN COLOMBIA NT USF,tsx
GCM.WT.B,GCM MINING CORP B WT,tsx
GCN,GOLDCLIFF RESOURCE CORPORATION,tsxv
GCNS,ISHR ESG CONSERV BAL,tsx
GCSC,GUARDIANCACONTRLEQUH,tsx
GCX,GRANITE CREEK COPPER LTD.,tsxv
GDC,GENESIS LAND DEV,tsx
GDEP,GUARDIANEQPATHETF HG,tsx
GDEP.B,GUARDIAN EQPATH UNHG,tsx
GDG.UN,GLBL DIV GROWERS UN,tsx
GDI,GDI INTEGRATED SV J,tsx
GDL,GOODFELLOW INC.,tsx
GDM,GOLDSTAR MINERALS INC.,tsxv
GDNP,GOOD NATURED PRODUCTS INC.,tsxv
GDNP.DB,GOOD NATURED PRODUCTS INC. DB 31OCT2026,tsxv
GDP,GOLDEN PURSUIT RESOURCES LTD.,tsxv
GDPY,GUARDIAN PREMYLD HEG,tsx
GDPY.B,GUARDIAN PREMYLDUNHG,tsx
GDV,GLBL DIV GROWSPLIT A,tsx
GDV.PR.A,GLBL DIVGROWSPLIT PR,tsx
GDX,GOLDEX RESOURCES CORPORATION,tsxv
GEC.UN,GLBL RLEST E-COMMERC,tsx
GEI,GIBSON ENERGY INC,tsx
GEL,GRAPHANO ENERGY LTD.,tsxv
GEM,GREEN BATTERY MINERALS INC.,tsxv
GEMC,GLOBAL ENERGY METALS CORPORATION,tsxv
GENI,GENIUS METALS INC.,tsxv
GENM,GENERATION MINING J,tsx
GENX,GENIX PHARMACEUTICALS CORPORATION,tsxv
GEO,GEODRILL LIMITED ORD,tsx
GEQT,ISHR ESG EQTY PORTFL,tsx
GER,GLEN EAGLE RESOURCES INC,tsxv
GETT,G.E.T.T. GOLD INC.,tsxv
GFG,GFG RESOURCES INC.,tsxv
GFL,GFL ENVIRONMENT SV,tsx
GFOR.P,GOOD2GO4 CORP.,tsxv
GFP,GREENFIRST FOREST PRODUCTS INC.,tsxv
GG,GALANE GOLD LTD.,tsxv
GGA,GOLDGROUP MINING J,tsx
GGAC,GUARDIANFNDMTLEQUNHG,tsx
GGAU,GAMBIER GOLD CORP.,tsxv
GGD,GOGOLD RESOURCES J,tsx
GGEM,GUARDIAN EMGMKT UNHG,tsx
GGG,G6 MATERIALS CORP.,tsxv
GGI,GARIBALDI RESOURCES CORP.,tsxv
GGL,GGL RESOURCES CORP.,tsxv
GGM,GRANADA GOLD MINE INC.,tsxv
GGO,GALLEON GOLD CORP.,tsxv
GGRO,ISHRESG GROWTHPORTFL,tsx
GGX,GGX GOLD CORP.,tsxv
GH,GAMEHOST INC.,tsx
GHL,GOLDHILLS HOLDING LTD.,tsxv
GHM.P,GOTHAM RESOURCE CORP.,tsxv
GHR,GOLDEN HARP RESOURCES INC.,tsxv
GIB.A,CGI INC. CL A SV,tsx
GIG.P,XAU RESOURCES INC.,tsxv
GIGA,GIGA METALS CORPORATION,tsxv
GIGA.WT,GIGA METALS CORPORATION WT EX 23APR2024,tsxv
GIGR,GUARIDAN I3 REIT HEG,tsx
GIGR.B,GUARDIAN I3REIT UNHG,tsx
GII.P,GRAVITAS II CAPITAL CORP.,tsxv
GIII,REGEN III CORP.,tsxv
GIL,GILDAN ACTIVEWEAR,tsx
GIP,GREEN IMPACT PARTNERS INC.,tsxv
GIQG,GUARD I3 GLBGROW HEG,tsx
GIQG.B,GUARD I3 GLBGRO UNHG,tsx
GIQU,GUARD I3 USGROW HEG,tsx
GIQU.B,GUARD I3 US GROWUNHG,tsx
GIS,GENESIS METALS CORP.,tsxv
GIT,GITENNES EXPLORATION INC.,tsxv
GIVX,GIVEX INFO TECH GRP,tsx
GKO,GEEKCO TECHNOLOGIES CORPORATION,tsxv
GLAD,GLADIATOR METALS CORP.,tsxv
GLB,GOLDBANK MINING CORPORATION,tsxv
GLD,GOLDON RESOURCES LTD.,tsxv
GLDC,CASSIAR GOLD CORP.,tsxv
GLDL,GOLD LINE RESOURCES LTD.,tsxv
GLDN,GOLDEN RIDGE RESOURCES LTD.,tsxv
GLG,GLG LIFE TECH CORP J,tsx
GLI,GLACIER LAKE RESOURCES INC.,tsxv
GLO,GLOBAL ATOMIC CORP J,tsx
GLW,GALWAY GOLD INC.,tsxv
GLXY,GALAXY DIGITAL J ORD,tsx
GMA,GEOMEGA RESOURCES INC,tsxv
GMG,GRAPHENE MANUFACTURING GROUP LTD.,tsxv
GMG.WT,GRAPHENE MANUFACTURING GROUP LTD. WT 02SEPT2024,tsxv
GMIN,G MINING VENTURES CORP.,tsxv
GMN,GOBIMIN INC.,tsxv
GMTN,GOLD MOUNTAIN MNG J,tsx
GMV,GMV MINERALS INC,tsxv
GMX,GLOBEX MINING ENT J,tsx
GNG,GOLDEN GOLIATH RESOURCES LTD.,tsxv
GNT,GENTOR RESOURCES INC.,tsxv
GOE,GOLDENEYE RESOURCES CORP.,tsxv
GOFL,GOLDFLARE EXPLORATION INC.,tsxv
GOG,GOLDEN TAG RESOURCES LTD.,tsxv
GOGR,OSISKO GRNACQ J A RV,tsx
GOGR.WT,OSISKO GREENACQ J WT,tsx
GOK,GINSMS INC.,tsxv
GOLD,GOLDMINING INC. J,tsx
GOM,GOLDEN DAWN MINERALS INC.,tsxv
GOOD,GOOD GAMER ENTERTAINMENT INC.,tsxv
GOOS,CDA GOOSE HLDGS SV,tsx
GOST,GOLD STATE RESOURCES INC.,tsxv
GOT,GOLIATH RESOURCES LIMITED,tsxv
GPCC.P,GREEN PANDA CAPITAL CORP.,tsxv
GPG,GRANDE PORTAGE RESOURCES LTD.,tsxv
GPH,GRAPHITE ONE INC.,tsxv
GPM,GPM METALS INC.,tsxv
GPR,GT PANTHER MINING J,tsx
GPV,GREENPOWER MOTOR COMPANY INC.,tsxv
GQ,GREAT QUEST FERTILIZER LTD.,tsxv
GQC,GOLDQUEST MINING CORP.,tsxv
GR,GREAT ATLANTIC RESOURCES CORP.,tsxv
GRA,NANOXPLORE INC. J,tsx
GRAT,GRATOMIC INC.,tsxv
GRB,GREENBRIAR CAPITAL CORP,tsxv
GRC,GOLD SPRINGS RES J,tsx
GRDM,GRID METALS CORP.,tsxv
GRF,GREEN RISE FOODS INC.,tsxv
GRG,GOLDEN ARROW RESOURCES CORPORATION,tsxv
GRI,GALORE RESOURCES INC,tsxv
GRID,TANTALUS SYS HLDG J,tsx
GRN,GREENLANE RENEW J,tsx
GROW,CO2 GRO INC.,tsxv
GRSL,GR SILVER MINING LTD.,tsxv
GRT.UN,GRANITE RL EST TR UN,tsx
GRTO.P,GOOD2GORTO CORP.,tsxv
GRZ,GOLD RESERVE INC.,tsxv
GSC,GOLDEN STAR RESOURCE,tsx
GSD,DEVONIAN HEALTH GROUP INC.,tsxv
GSH,GOLDEN SHARE RESOURCES CORPORATION,tsxv
GSHR,GOLDSHORE RESOURCES INC.,tsxv
GSI,GATEKEEPER SYSTEMS INC.,tsxv
GSP,GENSOURCE POTASH CORPORATION,tsxv
GSPR,GSP RESOURCE CORP.,tsxv
GSS,GOSSAN RESOURCES LIMITED,tsxv
GSV,GOLD STAND VENTURE J,tsx
GSVR,GUANAJUATO SILVER COMPANY LTD.,tsxv
GSY,GOEASY LTD.,tsx
GTC,GETTY COPPER INC.,tsxv
GTE,GRAN TIERRA ENERGY J,tsx
GTMS,GREENBROOK TMS INC J,tsx
GTR,GATLING EXPLORATION INC.,tsxv
GTWO,G2 GOLDFIELDS INC.,tsxv
GUD,KNIGHT THERAPEUTICS,tsx
GUF,GULF & PACIFIC EQUITIES CORP.,tsxv
GUG,GUNGNIR RESOURCES INC.,tsxv
GUN,GUNPOINT EXPLORATION LTD,tsxv
GURU,GURU ORGANIC ENERGY,tsx
GUS,ANGUS GOLD INC.,tsxv
GVC,GLACIER MEDIA INC. J,tsx
GVR,GROSVENOR RESOURCE CORPORATION,tsxv
GWA,GOWEST GOLD LTD.,tsxv
GWM,GALWAY METALS INC.,tsxv
GWO,GREAT-WEST LIFECO,tsx
GWO.PR.F,GT-WEST LIFECO PR F,tsx
GWO.PR.G,GT-WEST LIFECO PR G,tsx
GWO.PR.H,GT-WEST LIFECO PR H,tsx
GWO.PR.I,GT-WEST LIFECO PR I,tsx
GWO.PR.L,GT-WEST LIFECO PR L,tsx
GWO.PR.M,GT-WEST LIFECO PR M,tsx
GWO.PR.N,GT-WEST LIFECO PR N,tsx
GWO.PR.P,GT-WEST LIFECO PR P,tsx
GWO.PR.Q,GT-WEST LIFECO PR Q,tsx
GWO.PR.R,GT-WEST LIFECO PR R,tsx
GWO.PR.S,GT-WEST LIFECO PR S,tsx
GWO.PR.T,GT-WEST LIFECO PR T,tsx
GWO.PR.Y,GT-WEST LIFECO PR Y,tsx
GWR,GLOBAL WATER RES,tsx
GX,GUARDIAN EXPLORATION INC.,tsxv
GXE,GEAR ENERGY LTD.,tsx
GXS,GOLDSOURCE MINES INC.,tsxv
GXU,GOVIEX URANIUM INC.,tsxv
GXX,GOLD BASIN RESOURCES CORPORATION,tsxv
GYA,GUYANA GOLDSTRIKE INC.,tsxv
GYM,TUT FITNESS GROUP INC.,tsxv
GYM.WT,TUT FITNESS GROUP INC. WT 29SEPT2023,tsxv
GZD,GRIZZLY DISCOVERIES INC.,tsxv
H,HYDRO ONE LIMITED,tsx
HAB,HORIZON CORPBND E UN,tsx
HAC,HORIZON SEASONL E UN,tsx
HAD,HORIZON ACTVCDNBNDUN,tsx
HAEB,HORIZNACTESG CRPBNDA,tsx
HAF,HORIZON ACTIVEGLBL E,tsx
HAI,HAIVISION SYSTEMS,tsx
HAKK.P,HAKKEN CAPITAL CORP.,tsxv
HAL,HORIZONS CDN DIV E,tsx
HAM,HIGHWOOD ASSET MANAGEMENT LTD.,tsxv
HAN,HANNAN METALS LTD.,tsxv
HANK,HANK PAYMENTS CORP.,tsxv
HANS,HANSTONE GOLD CORP.,tsxv
HAPB,"HAPBEE TECHNOLOGIES, INC.",tsxv
HAR,HARFANG EXPLORATION INC.,tsxv
HARB,HORIZON TACTOTRETBND,tsx
HARB.J,HORIZN TACABSOLBNDDV,tsx
HARB.U,HORIZNTACTOTRETUH US,tsx
HARC,HORIZONS ABSOLGLBCUR,tsx
HAW.P,HAW CAPITAL 2 CORP.,tsxv
HAWK,HAWKEYE GOLD & DIAMOND INC,tsxv
HAZ,HORIZON GLBLDIV E UN,tsx
HBA,HAMILTON AUSBK=WGT E,tsx
HBAL,HORIZONS BAL TRI A,tsx
HBB,HORIZON CDN SLCTUNIV,tsx
HBD,BETAPRO GLDBUL-2X BR,tsx
HBF,HARVESTBRNDLDR+ A UN,tsx
HBF.B,HARVESTBRNDLDR+B U-H,tsx
HBF.U,HARVESTBRNDLDR+US UN,tsx
HBGD,HORIZNBIGDATAHRDWR A,tsx
HBGD.U,HORIZNBIGDATAHRDWRUS,tsx
HBIT,BETAPRO BITCOIN ETF,tsx
HBIT.U,BETAPRO BITCOIN USF,tsx
HBK,HIGHBANK RESOURCES LTD.,tsxv
HBL.UN,BRAND LEADERS FND UN,tsx
HBLK,BLOCKCHAIN TECH A UN,tsx
HBM,HUDBAY MINERALS INC.,tsx
HBP,HELIX BIOPHARMA,tsx
HBU,BETAPRO GLDBUL 2X BL,tsx
HBUG,HORIZONSGX CYBRSECUN,tsx
HCA,HAMILTON CADBKREV UN,tsx
HCAL,HAMILTON ENHANCA BK,tsx
HCC,HANNA CAPITAL CORP.,tsxv
HCG,HOME CAPITAL GROUP,tsx
HCLN,HARVEST CLEANENGY UN,tsx
HCO.P,HANSCO CAPITAL CORP.,tsxv
HCON,HORIZONS CONSERVTRI,tsx
HCRE,HORIZONS EQLCA REIT,tsx
HDGE,ACCELERATE ABSOL HEG,tsx
HDI,HARDWOODS DIST INC.,tsx
HDIV,HAMILTONENHNMLTSECCL,tsx
HDOC,HORIZNGX TELMEDDGTUN,tsx
HE,HANWEI ENERGY SERV,tsx
HEA,HORIZON INCMEQ CAD E,tsx
HEA.U,HORIZON INCMEQ USD E,tsx
HED,BETAPROS&PTSXENGY-2X,tsx
HEE,HORIZONS INCM ENGY E,tsx
HEF,HORIZONS INCM FIN E,tsx
HEI,HUNTINGTON EXPLORATION INC.,tsxv
HEJ,HORIZONS INTL EQTY E,tsx
HELI,FIRST HELIUM INC.,tsxv
HEM,HEMOSTEMIX INC.,tsxv
HEMB,HORIZONS ACTVEMRGBND,tsx
HEMC,HORIZNEMRGMKTLD A UN,tsx
HEO,H2O INNOVATION INC,tsxv
HEP,HORIZONS GOLD PROD E,tsx
HERO,EVOLVE E-GAMING HGUN,tsx
HEU,BETAPROS&PTSX ENGY2X,tsx
HEWB,HORIZONS EQLCDABANKS,tsx
HEX,HORIZON INCM EQ E UN,tsx
HEXO,HEXO CORP.,tsx
HEXO.WT,HEXO CORP. WT,tsx
HEXO.WT.A,HEXO CORP. A WT,tsx
HFC,HAMPTON FINANCIAL CORPORATION,tsxv
HFC.PR.A,HAMPTON FINANCIAL CORPORATION PREFERRED SHARES A,tsxv
HFD,BETAPROSPTSX FIN -2X,tsx
HFG,HAMILTON GLBL FIN E,tsx
HFPC.U,HELIOS FAIRFAX SV US,tsx
HFR,HORIZON ACTULTST BND,tsx
HFT,HAMILTON FIN INNOV,tsx
HFU,BETAPROSPTSXFIN 2XBL,tsx
HGD,BETAPROCDNGLDMN-2XBR,tsx
HGGB,HORIZONS&P GREENBNDA,tsx
HGGG,HARVEST GLB GLDGIANT,tsx
HGR,HARVESTGLBLREITLDR A,tsx
HGRO,HORIZON GROWTRI A UN,tsx
HGU,BETAPROCDNGLDMNR2XBL,tsx
HGY,HORIZONS GLDYLD E UN,tsx
HHF,HORIZON MORNSTAR HEG,tsx
HHL,HARVEST HLTHCRLDR UN,tsx
HHL.B,HARVESTHEALTHCRB U-H,tsx
HHL.U,HARVESTHEALTHCARE US,tsx
HI,HIGHLAND COPPER COMPANY INC.,tsxv
HIG,BROMPTON GLBHLTHCRCA,tsx
HIG.U,BROMPTON GLBHLTHCRUS,tsx
HIGH,HIGHGOLD MINING INC.,tsxv
HIH,HYLANDS INTERNATIONAL HOLDINGS INC.,tsxv
HIP.WT.A,NEWSTRIKE BRANDS LTD. WT EX 2023JUN19 .WT.A,tsxv
HIRE,HIRE TECHNOLOGIES INC.,tsxv
HITI,HIGH TIDE INC.,tsxv
HITI.WR,HIGH TIDE INC. WT 22FEB2024,tsxv
HITI.WT,HIGH TIDE INC. WT. 06FEB2023,tsxv
HIU,BETAPROSP500DLYINVRS,tsx
HIVE,HIVE BLOCKCHAIN TECHNOLOGIES LTD.,tsxv
HIX,BETAPRO60 DAILYINVRS,tsx
HLF,HIGH LINER FOODS INC,tsx
HLIT,HORIZNGLBLITHIUMPROD,tsx
HLPR,HORIZN LADRDCA PRSHR,tsx
HLS,HLS THERAPEUTICS J,tsx
HMAN,HUNTSMAN EXPLORATION INC.,tsxv
HMCC.P,HIGH MOUNTAIN 2 CAPITAL CORPORATION,tsxv
HME,HEMISPHERE ENERGY CORPORATION,tsxv
HMJI,BETAPRO MARIJCOINVRA,tsx
HMJU,BETAPRO MARIJCO2XBUL,tsx
HMLO,HEMLO EXPLORERS INC.,tsxv
HMM.A,HAMMOND MFG CL A SV,tsx
HMMJ,HORIZONS MARIJ LFE A,tsx
HMMJ.U,HORIZONS MARIJ US,tsx
HMP,HORIZN ACTCDNMUNBD E,tsx
HMRK,HIGHMARK INTERACTIVE INC.,tsxv
HMT,HALMONT PROPERTIES CORPORATION CL A VTG SHRS,tsxv
HND,BETAPRONATGAS LEV BR,tsx
HNU,BETAPRO NATGASLEVBUL,tsx
HOC,HUNTER TECHNOLOGY CORP.,tsxv
HOD,BETAPRO CRDOILINVRBR,tsx
HOG,HORIZN PPLNENGYSERVA,tsx
HOM.DB.U,BSR REIT DEB USF,tsx
HOM.U,BSR REIT INVEST USF,tsx
HOM.UN,BSR REIT INVEST UN,tsx
HOT.DB.U,AMERICAN HOTL DEB US,tsx
HOT.DB.V,AMERICAN HTL 6%DB US,tsx
HOT.U,AMERICAN HOTL UN USF,tsx
HOT.UN,AMERICAN HOTL LP UN,tsx
HOU,BETAPRO CRDOILLEVBUL,tsx
HPF,HARVESTENERGYLDR+ UN,tsx
HPF.U,HARVESTENERGYLDR+ US,tsx
HPI,HIGHBURY PROJECTS INC,tsxv
HPQ,HPQ-SILICON RESOURCES INC.,tsxv
HPR,HORIZON PREF CL E UN,tsx
HPS.A,HAMMOND POWER A SV,tsx
HPY,HAPPY CREEK MINERALS LTD,tsxv
HQD,BETAPRONSDQ100 -2XBR,tsx
HQD.U,BTAPRONSDQ100-2XBRUS,tsx
HQU,BETAPRONASDQ100 2XBL,tsx
HR.UN,H&R REAL ESTATE UN,tsx
HRAA,HORIZONS RESOLVALLOC,tsx
HRED,BETPROEQCA REIT-2XBR,tsx
HREU,BETAPROEQCA REIT2XBL,tsx
HRL,HANSA RESOURCES LIMITED,tsxv
HRR.UN,AUSTRALIAN REIT A UN,tsx
HRT,HARTE GOLD CORP. J,tsx
HRX,HEROUX-DEVTEK INC.,tsx
HSAV,HORIZONS CSHMAXSHARE,tsx
HSC.P,HOLLY STREET CAPITAL LTD.,tsxv
HSD,BETAPRO S&P500 -2XBR,tsx
HSH,HORIZN S&P500CA HEGD,tsx
HSL,HORIZN ACTVFLTLOAN E,tsx
HSM,HELIUS MED TECH A J,tsx
HSPN,HARVEST SPORTENTRTNA,tsx
HSPN.U,HARVEST SPORTENTRTNU,tsx
HSTR,HELIOSTAR METALS LTD.,tsxv
HSU,BETAPRO S&P500 2X BL,tsx
HSUV.U,HORIZONSUSD CSHMAXUS,tsx
HTA,HARVESTTECHACHVGRW A,tsx
HTA.B,HARVESTTECACHGROB UH,tsx
HTA.U,HARVESTTECHACHGROWUS,tsx
HTB,HORIZN US7-10TREASBD,tsx
HTB.U,HORIZNUS7-10TREABDUS,tsx
HTC,HTC PURENERGY INC,tsxv
HTE.P,HOIST CAPITAL CORP.,tsxv
HTL,HAMILTON THORNE LTD,tsxv
HUBL,HARVEST US BKLEADRUN,tsx
HUBL.U,HARVEST USBKLEADR US,tsx
HUC,HORIZONS CRUDOIL ETF,tsx
HUD,HUDSON RESOURCES INC.,tsxv
HUF,HORIZONS ULTST USBND,tsx
HUF.U,HORIZONS ULTST BNDUS,tsx
HUG,HORIZONS GOLD ETF,tsx
HUL,HARVESTUS EQTY+ A UN,tsx
HUL.U,HARVESTUS EQ+ UN USF,tsx
HULC,HORIZONSUS LRGCAPIDX,tsx
HULC.U,HORIZON LRGCAPIDX US,tsx
HULK,PONTUS PROTEIN LTD.,tsxv
HUM,HAMILTON USMIDSMFINE,tsx
HUM.U,HAMILTONUS M/S FINUS,tsx
HUN,HORIZONS NATRLGASETF,tsx
HURA,HORIZON GLBURANIUM A,tsx
HUT,HUT 8 MINING CORP J,tsx
HUT.WT,HUT 8 MINING J WT,tsx
HUT.WT.A,HUT 8 MINING J A WT,tsx
HUTL,HARVEST EQ WGHT UTIL,tsx
HUV,BETAPROSP500ST FUTRE,tsx
HUZ,HORIZONS SILVER ETF,tsx
HVAX,HORIZNGLB VACCINES A,tsx
HVG,HARVEST GOLD CORP.,tsxv
HVI.P,HOPEFIELD VENTURES INC.,tsxv
HVT,HARVEST ONE CANNABIS INC.,tsxv
HVT.WT,HARVEST ONE CANNABIS INC. WT. 17MAR2024,tsxv
HWF,MIDDLEFIELD HEALTHUN,tsx
HWO,HIGH ARCTIC ENGY INC,tsx
HWX,HEADWATER EXPL INC.,tsx
HWY,HIGHWAY 50 GOLD CORP.,tsxv
HXCN,HORIZONSS&PTSXCAPIDX,tsx
HXD,BETAPROS&PTSX60-2XBR,tsx
HXDM,HORIZONS INTLMKTS EQ,tsx
HXDM.U,HORIZONS INTLMKTEQUS,tsx
HXE,HORIZN S&PCAPENGYIDX,tsx
HXEM,HORIZONS EMERGMKT EQ,tsx
HXF,HORIZN S&PCAPFIN IDX,tsx
HXH,HORIZONS CDNHIDIVSHR,tsx
HXQ,HORIZON NASDAQ100SHR,tsx
HXQ.U,HORIZON NASDAQ100 US,tsx
HXS,HORIZONS S&P500 SHR,tsx
HXS.U,HORIZON S&P500 US SH,tsx
HXT,HORIZON S&P/TSX60,tsx
HXT.U,HORIZON S&P/TSX60 US,tsx
HXU,BETAPROS&PTSX60 2XBL,tsx
HXX,HORIZNEURO 50INDXSHR,tsx
HYBR,HORIZN ACTV BND&PR E,tsx
HYDR,HORIZNS GLBLHYDROGEN,tsx
HYI,HORIZON HIGHYLDBND E,tsx
HZD,BETAPRO SLVR -2DLYBR,tsx
HZM,HORIZONTE MIN ORD J,tsx
HZU,BETAPRO SLVR 2XDLYBL,tsx
IAF.PR.B,INDSTRL ALLIANCEPR B,tsx
IAF.PR.G,INDSTRL ALLIANCEPR G,tsx
IAF.PR.I,INDSTRL ALLIANCEPR I,tsx
IAG,IA FINANCIAL CORP.,tsx
IAU,I-80 GOLD CORP. J,tsx
IBG,IBI GROUP INC.,tsx
IBG.DB.E,IBI GROUP 6.50% DEB,tsx
IBO,UNIVERSAL IBOGAINE INC.,tsxv
ICE,CANLAN ICE SPORTS,tsx
ICPB,IA CLARINGTNCORE FND,tsx
IDG,INDIGO BOOKS & MUSIC,tsx
IDR,MIDDLEFLD REIT INDX+,tsx
IFA,IFABRIC CORP. J,tsx
IFC,INTACT FIN CORP.,tsx
IFC.PR.A,INTACT FIN A SER 1,tsx
IFC.PR.C,INTACT FIN A SER 3,tsx
IFC.PR.D,INTACT FIN A SER 4,tsx
IFC.PR.E,INTACT FIN A SER 5,tsx
IFC.PR.F,INTACT FIN A SR 6 PR,tsx
IFC.PR.G,INTACT FIN A SR 7 PR,tsx
IFC.PR.I,INTACT FIN A SER 9,tsx
IFP,INTERFOR CORPORATION,tsx
IFRF,IA CLARINGTONFLTG UN,tsx
IGAF,IA CLARINGTN LOOMGLB,tsx
IGB,PURPOSE GLBL BOND CL,tsx
IGCF,PIMCO INVGRDCREDITCA,tsx
IGLB,IA CLARINGTON GLBBND,tsx
IGM,IGM FINANCIAL INC.,tsx
IGX,INTELGENX TECH J,tsx
IGX.DB,INTELGENX TECH J DEB,tsx
IGX.WT,INTELGENX TECH J WT,tsx
III,IMPERIAL METALS CORP,tsx
IIP.UN,INTERRENT REIT J UN,tsx
ILGB,IA CLARINGTLOOMLTBND,tsx
ILV,INVESCOS&PINTL LWVOL,tsx
ILV.F,INVESCOS&PINTLDVVLCA,tsx
IMG,IAMGOLD CORPORATION,tsx
IMO,IMPERIAL OIL LTD.,tsx
IMP,INTERMAP TECHNOLOGY,tsx
IMV,IMV INC. J,tsx
INC.UN,INCOME FIN TR UN,tsx
INCR.U,INTERCURE J ORD USF,tsx
INE,INNERGEX RENEW ENGY,tsx
INE.DB.B,INNERGEX RENEW4.75DB,tsx
INE.DB.C,INNERGEX RENEW4.65DB,tsx
INE.PR.A,INNERGEX RENEW PR A,tsx
INE.PR.C,INNERGEX RENEW PR C,tsx
INF.UN,SUSTAINABL INFRASDIV,tsx
INO.UN,INOVALIS REIT UN,tsx
INOC,HORIZON INOVESTCDNEQ,tsx
INQ,INSCAPE CORP CL B SV,tsx
IOM,ASSURE HOLDINGS CORP.,tsxv
IPCI,INTELLIPHARMA INTL J,tsx
IPCO,INT L PETE CORP.,tsx
IPL,INTER PIPELINE LTD.,tsx
IPO,INPLAY OIL CORP. J,tsx
IQ,AIRIQ INC,tsxv
IQD,CI WISDOMTRINTLDIVHG,tsx
IQD.B,CI WISDOM3INTLDVNN-H,tsx
ISIF,IA CLARINGTNSTRTEGIC,tsx
ISV,INFO SERV CORP. A LV,tsx
ITE,I3 ENERGY PLC J ORD,tsx
ITH,INT L TOWER HILL J,tsx
ITP,INTERTAPE POLYMER,tsx
IVN,IVANHOE MINES CL A J,tsx
IVQ,INVESQUE INC.,tsx
IVQ.DB.U,INVESQUE 5% DEB USF,tsx
IVQ.DB.V,INVESQUE 6% DEB USF,tsx
IVQ.U,INVESQUE INC. USF,tsx
JAG,JAGUAR MINING INC. J,tsx
JAPN,CI WISDOMTR JPNEQHEG,tsx
JAPN.B,CI WISDOMTRJPNEQNNHG,tsx
JET,GLOBAL CROSSING AIRLINES GROUP INC.,tsxv
JET.B,GLOBAL CROSSING AIRLINES GROUP INC. CL B,tsxv
JFS.UN,JFT STRATEGIES A UN,tsx
JOSE,JOSEMARIA RES INC. J,tsx
JOY,JOURNEY ENERGY INC.,tsx
JTR,GREENSPACE BRANDS INC.,tsxv
JUMP,LEVELJUMP HEALTHCARE CORP.,tsxv
JUMP.WT,LEVELJUMP HEALTHCARE CORP. WT. 14DEC2023,tsxv
JWEL,JAMIESON WELLNESS,tsx
K,KINROSS GOLD CORP.,tsx
KAC.P,KALON ACQUISITION CORP.,tsxv
KALO,KALO GOLD CORP.,tsxv
KAPA.P,KAPA CAPITAL INC.,tsxv
KBL,K-BRO LINEN INC.,tsx
KC,KUTCHO COPPER CORP.,tsxv
KCC,KINCORA COPPER LIMITED,tsxv
KDA,KDA GROUP INC.,tsxv
KDK,KODIAK COPPER CORP.,tsxv
KDSX,KADESTONE CAPITAL CORP.,tsxv
KEG.UN,KEG ROYALTIES FND UN,tsx
KEI,KOLIBRI GLB ENERGY J,tsx
KEI.RT,KOLIBRI GLB ENGYJ RT,tsx
KEL,KELT EXPL LTD. J,tsx
KEN,KENADYR METALS CORP.,tsxv
KES,KESSELRUN RESOURCES LTD.,tsxv
KEY,KEYERA CORP.,tsx
KFR,KINGFISHER METALS CORP.,tsxv
KG,KLONDIKE GOLD CORP,tsxv
KGC,KESTREL GOLD INC.,tsxv
KGL,KGL RESOURCES LTD.,tsxv
KGS,KINGMAN MINERALS LTD.,tsxv
KHRN,KHIRON LIFE SCIENCES CORP.,tsxv
KHRN.WT,KHIRON LIFE SCICENCE CORP. WT 26NOV2025,tsxv
KIDZ,KIDOZ INC.,tsxv
KILO,PURPOSE GOLD BUL UN,tsx
KILO.B,PURPOSE GLD NN-CURHG,tsx
KILO.U,PURPOSEGLDUS$NNCURHG,tsx
KING,KING GLOBAL VENTURES INC.,tsxv
KIP,KIPLIN METALS INC.,tsxv
KITS,KITS EYECARE LTD.,tsx
KKL.P,KELLY VENTURES LTD.,tsxv
KL,KIRKLAND LAKE GOLD J,tsx
KLD,KENORLAND MINERALS LTD.,tsxv
KLM,KERMODE RESOURCES LTD.,tsxv
KLS,KELSO TECHNOLOGIES,tsx
KMP.UN,KILLAM APT REIT UN J,tsx
KNC,K9 GOLD CORP.,tsxv
KNE,KANE BIOTECH INC.,tsxv
KNG,KINGSMEN RESOURCES LTD.,tsxv
KNT,K92 MINING INC. J,tsx
KO,KIARO HOLDINGS CORP.,tsxv
KOR,CORVUS GOLD INC. J,tsx
KORE,KORE MINING LTD.,tsxv
KOVO,KOVO HEALTHTECH CORPORATION,tsxv
KPT,KP TISSUE INC.,tsx
KRL,KAINANTU RESOURCES LTD.,tsxv
KRN,KARNALYTE RES J,tsx
KRR,KARORA RES INC. J,tsx
KRR.WT,KARORA RES INC J WT,tsx
KS,KLONDIKE SILVER CORP.,tsxv
KSI,"KNEAT.COM, INC. J",tsx
KTN,KOOTENAY SILVER INC.,tsxv
KTO,K2 GOLD CORPORATION,tsxv
KTR,KINTAVAR EXPLORATION INC.,tsxv
KUB,CUB ENERGY INC.,tsxv
KUT,REDISHRED CAPITAL CORP,tsxv
KUU,KUUHUBB INC.,tsxv
KWE,KWESST MICRO SYSTEMS INC.,tsxv
KWE.WT,KWESST MICRO SYSTEMS INC. WT 29APR2023,tsxv
KXS,KINAXIS INC. J,tsx
KZD,KAIZEN DISCOVERY INC.,tsxv
L,LOBLAW COMPANIES LTD,tsx
L.PR.B,LOBLAW CO. SER B PR,tsx
LA,LOS ANDES COPPER LTD.,tsxv
